X	with_RELA
59	0.122636262514
60	0.129310344828
61	0.129866518354
62	0.134315906563
63	0.136262513904
64	0.13765294772
65	0.139321468298
66	0.131256952169
67	0.13681868743
68	0.13681868743
69	0.148498331479
70	0.139599555061
71	0.132369299221
72	0.132647385984
73	0.137931034483
74	0.13042269188
75	0.142658509455
76	0.124304783092
77	0.121523915462
78	0.114571746385
79	0.124304783092
80	0.148498331479
81	0.134315906563
82	0.145439377086
83	0.12680756396
84	0.127363737486
85	0.13765294772
86	0.131535038932
87	0.127641824249
88	0.118186874305
89	0.138487208009
90	0.12319243604
91	0.14404894327
92	0.137931034483
93	0.123470522803
94	0.120689655172
95	0.129866518354
96	0.122914349277
97	0.113459399333
98	0.114849833148
99	0.1340378198
100	0.129588431591
101	0.112903225806
102	0.118743047831
103	0.117352614016
104	0.122358175751
105	0.111512791991
106	0.102614015573
107	0.111234705228
108	0.120689655172
109	0.121523915462
110	0.120967741935
111	0.11318131257
112	0.107341490545
113	0.110122358176
114	0.1159621802
115	0.117074527253
116	0.119855394883
117	0.127919911012
118	0.106785317019
119	0.128754171301
120	0.121245828699
121	0.117074527253
122	0.105394883204
123	0.108453837597
124	0.0906562847608
125	0.10956618465
126	0.116518353726
127	0.0970522803115
128	0.110400444939
129	0.107341490545
130	0.124860956618
131	0.114849833148
132	0.107341490545
133	0.101223581758
134	0.0967741935484
135	0.0956618464961
136	0.110678531702
137	0.106229143493
138	0.0967741935484
139	0.0848164627364
140	0.103726362625
141	0.101223581758
142	0.0976084538376
143	0.0906562847608
144	0.102892102336
145	0.0973303670745
146	0.111790878754
147	0.125417130145
148	0.118464961068
149	0.109844271413
150	0.0970522803115
