X	with_clust3_RELA
41	0.165745856354
42	0.161325966851
43	0.166850828729
44	0.174585635359
45	0.153591160221
46	0.202209944751
47	0.193370165746
48	0.165745856354
49	0.196685082873
50	0.195580110497
51	0.18453038674
52	0.18453038674
53	0.214364640884
54	0.188950276243
55	0.198895027624
56	0.155801104972
57	0.142541436464
58	0.167955801105
59	0.155801104972
60	0.162430939227
61	0.154696132597
62	0.194475138122
63	0.163535911602
64	0.179005524862
65	0.172375690608
66	0.183425414365
67	0.18453038674
68	0.155801104972
69	0.165745856354
70	0.174585635359
71	0.167955801105
72	0.165745856354
73	0.159116022099
74	0.167955801105
75	0.165745856354
76	0.139226519337
77	0.142541436464
78	0.121546961326
79	0.14364640884
80	0.181215469613
81	0.160220994475
82	0.170165745856
83	0.146961325967
84	0.149171270718
85	0.183425414365
86	0.172375690608
87	0.198895027624
88	0.185635359116
89	0.197790055249
90	0.166850828729
91	0.169060773481
92	0.186740331492
93	0.154696132597
94	0.144751381215
95	0.159116022099
96	0.153591160221
97	0.132596685083
98	0.146961325967
99	0.195580110497
100	0.191160220994
101	0.14364640884
102	0.14364640884
103	0.12817679558
104	0.123756906077
105	0.11270718232
106	0.110497237569
107	0.13591160221
108	0.144751381215
109	0.172375690608
110	0.148066298343
111	0.161325966851
112	0.117127071823
113	0.133701657459
114	0.152486187845
115	0.124861878453
116	0.141436464088
117	0.149171270718
118	0.12817679558
119	0.146961325967
120	0.159116022099
121	0.14364640884
122	0.141436464088
123	0.141436464088
124	0.109392265193
125	0.122651933702
126	0.153591160221
127	0.122651933702
128	0.123756906077
129	0.11270718232
130	0.138121546961
131	0.145856353591
132	0.132596685083
133	0.114917127072
134	0.117127071823
135	0.118232044199
136	0.124861878453
137	0.123756906077
138	0.114917127072
139	0.0917127071823
140	0.124861878453
141	0.138121546961
142	0.118232044199
143	0.0839779005525
144	0.0994475138122
145	0.12817679558
146	0.13591160221
147	0.14364640884
148	0.152486187845
149	0.130386740331
150	0.109392265193
