X	with_clust5_RELA
95	0.110559006211
96	0.12298136646
97	0.114285714286
98	0.121739130435
99	0.116770186335
100	0.121739130435
101	0.088198757764
102	0.113043478261
103	0.100621118012
104	0.116770186335
105	0.130434782609
106	0.109316770186
107	0.105590062112
108	0.132919254658
109	0.141614906832
110	0.103105590062
111	0.0919254658385
112	0.111801242236
113	0.0993788819876
114	0.109316770186
115	0.119254658385
116	0.109316770186
117	0.105590062112
118	0.110559006211
119	0.105590062112
120	0.0968944099379
121	0.0757763975155
122	0.0745341614907
123	0.0844720496894
124	0.0869565217391
125	0.113043478261
126	0.0844720496894
127	0.0894409937888
128	0.104347826087
129	0.100621118012
130	0.0894409937888
131	0.0919254658385
132	0.0919254658385
133	0.0944099378882
134	0.0645962732919
135	0.0745341614907
136	0.0869565217391
137	0.0770186335404
138	0.0782608695652
139	0.072049689441
140	0.0571428571429
141	0.0708074534161
142	0.0770186335404
143	0.0931677018634
144	0.0857142857143
145	0.0708074534161
146	0.0931677018634
147	0.0894409937888
148	0.0931677018634
149	0.101863354037
150	0.0906832298137
