X	with_clust1_RELA
-32	0.16713091922
-31	0.217270194986
-30	0.161559888579
-29	0.150417827298
-28	0.108635097493
-27	0.100278551532
-26	0.1643454039
-25	0.128133704735
-24	0.139275766017
-23	0.153203342618
-22	0.108635097493
-21	0.116991643454
-20	0.147632311978
-19	0.144846796657
-18	0.125348189415
-17	0.161559888579
-16	0.158774373259
-15	0.186629526462
-14	0.103064066852
-13	0.130919220056
-12	0.119777158774
-11	0.150417827298
-10	0.075208913649
-9	0.119777158774
-8	0.100278551532
-7	0.133704735376
-6	0.125348189415
-5	0.142061281337
-4	0.144846796657
-3	0.206128133705
-2	0.0724233983287
-1	0.041782729805
0	0.050139275766
1	0.114206128134
2	0.16713091922
3	0.125348189415
4	0.136490250696
5	0.130919220056
6	0.103064066852
7	0.100278551532
8	0.128133704735
9	0.175487465181
10	0.142061281337
11	0.128133704735
12	0.153203342618
13	0.139275766017
14	0.16713091922
15	0.142061281337
16	0.161559888579
17	0.172701949861
18	0.091922005571
19	0.133704735376
20	0.200557103064
21	0.150417827298
22	0.16713091922
23	0.144846796657
24	0.175487465181
25	0.0974930362117
26	0.125348189415
27	0.128133704735
28	0.128133704735
29	0.125348189415
30	0.150417827298
31	0.147632311978
32	0.133704735376
33	0.125348189415
34	0.150417827298
35	0.155988857939
36	0.130919220056
37	0.16713091922
38	0.133704735376
39	0.100278551532
40	0.0891364902507
41	0.0974930362117
42	0.100278551532
43	0.172701949861
44	0.172701949861
45	0.111420612813
46	0.0696378830084
47	0.153203342618
48	0.139275766017
49	0.200557103064
50	0.155988857939
51	0.128133704735
52	0.114206128134
53	0.155988857939
54	0.103064066852
55	0.122562674095
56	0.181058495822
57	0.136490250696
58	0.108635097493
59	0.0947075208914
60	0.0947075208914
61	0.111420612813
62	0.144846796657
63	0.181058495822
64	0.125348189415
65	0.158774373259
66	0.119777158774
67	0.108635097493
68	0.139275766017
69	0.114206128134
70	0.0974930362117
71	0.206128133705
72	0.158774373259
73	0.136490250696
74	0.0947075208914
75	0.114206128134
76	0.103064066852
77	0.122562674095
78	0.139275766017
79	0.116991643454
80	0.1643454039
81	0.0947075208914
82	0.105849582173
83	0.0807799442897
84	0.105849582173
85	0.0807799442897
86	0.116991643454
87	0.0807799442897
88	0.116991643454
89	0.142061281337
90	0.116991643454
91	0.125348189415
92	0.100278551532
93	0.0863509749304
94	0.103064066852
95	0.130919220056
96	0.114206128134
97	0.125348189415
98	0.0947075208914
99	0.105849582173
100	0.105849582173
101	0.144846796657
102	0.122562674095
103	0.105849582173
104	0.130919220056
105	0.119777158774
106	0.0891364902507
107	0.066852367688
108	0.0947075208914
109	0.100278551532
110	0.122562674095
111	0.119777158774
112	0.066852367688
113	0.0947075208914
114	0.0696378830084
115	0.116991643454
116	0.122562674095
117	0.130919220056
118	0.0974930362117
119	0.103064066852
120	0.0863509749304
121	0.125348189415
122	0.0807799442897
123	0.08356545961
124	0.139275766017
125	0.133704735376
126	0.142061281337
127	0.130919220056
128	0.119777158774
129	0.142061281337
130	0.136490250696
131	0.0863509749304
132	0.0947075208914
133	0.08356545961
134	0.091922005571
135	0.0863509749304
136	0.0947075208914
137	0.108635097493
138	0.103064066852
139	0.119777158774
140	0.0974930362117
141	0.091922005571
142	0.0891364902507
143	0.128133704735
144	0.144846796657
145	0.128133704735
146	0.105849582173
147	0.105849582173
148	0.0891364902507
149	0.116991643454
150	0.108635097493
