X	with_clust4_NFKB1
51	0.113550340651
52	0.106737320212
53	0.130961392884
54	0.114307342922
55	0.104466313399
56	0.104466313399
57	0.0991672975019
58	0.113550340651
59	0.0953822861469
60	0.100681302044
61	0.121877365632
62	0.0946252838759
63	0.102195306586
64	0.111279333838
65	0.106737320212
66	0.132475397426
67	0.108251324754
68	0.109008327025
69	0.133989401968
70	0.121877365632
71	0.108251324754
72	0.109765329296
73	0.117335352006
74	0.115821347464
75	0.0946252838759
76	0.121120363361
77	0.0991672975019
78	0.0885692657078
79	0.103709311128
80	0.10522331567
81	0.10522331567
82	0.0984102952309
83	0.0984102952309
84	0.11279333838
85	0.117335352006
86	0.0999242997729
87	0.0961392884179
88	0.100681302044
89	0.0999242997729
90	0.101438304315
91	0.103709311128
92	0.0923542770628
93	0.101438304315
94	0.104466313399
95	0.116578349735
96	0.101438304315
97	0.0931112793338
98	0.0817562452687
99	0.100681302044
100	0.100681302044
101	0.110522331567
102	0.0862982588948
103	0.103709311128
104	0.105980317941
105	0.100681302044
106	0.0847842543528
107	0.0923542770628
108	0.10522331567
109	0.108251324754
110	0.0976532929599
111	0.102952308857
112	0.12036336109
113	0.109008327025
114	0.0953822861469
115	0.102952308857
116	0.0908402725208
117	0.0923542770628
118	0.101438304315
119	0.110522331567
120	0.118092354277
121	0.0984102952309
122	0.100681302044
123	0.107494322483
124	0.0825132475397
125	0.0802422407267
126	0.0984102952309
127	0.0772142316427
128	0.0915972747918
129	0.0878122634368
130	0.102952308857
131	0.0953822861469
132	0.0885692657078
133	0.10522331567
134	0.0772142316427
135	0.0885692657078
136	0.0900832702498
137	0.0878122634368
138	0.0809992429977
139	0.0931112793338
140	0.0878122634368
141	0.0885692657078
142	0.0961392884179
143	0.0953822861469
144	0.103709311128
145	0.0817562452687
146	0.0984102952309
147	0.0817562452687
148	0.122634367903
149	0.0847842543528
150	0.0787282361847
