X	all_NFKB1
68	0.0975329890993
69	0.0981067125645
70	0.102553069421
71	0.0963855421687
72	0.0953815261044
73	0.096528973035
74	0.0930866322433
75	0.0903614457831
76	0.0966724039013
77	0.0883534136546
78	0.0870625358577
79	0.0899311531842
80	0.0945209409065
81	0.0919391853127
82	0.0903614457831
83	0.0950946643718
84	0.0952380952381
85	0.0988238668962
86	0.0895008605852
87	0.0874928284567
88	0.0889271371199
89	0.092512908778
90	0.0940906483075
91	0.0956683878371
92	0.0892139988526
93	0.0907917383821
94	0.0886402753873
95	0.0890705679862
96	0.087205966724
97	0.0896442914515
98	0.0826161790017
99	0.079604130809
100	0.0900745840505
101	0.0949512335055
102	0.0866322432587
103	0.0810384394722
104	0.0859150889271
105	0.0859150889271
106	0.0873493975904
107	0.0824727481354
108	0.082759609868
109	0.0959552495697
110	0.0932300631096
111	0.0958118187034
112	0.0906483075158
113	0.0778829604131
114	0.0830464716007
115	0.0808950086059
116	0.0849110728629
117	0.087205966724
118	0.0829030407344
119	0.087636259323
120	0.0856282271945
121	0.0813253012048
122	0.0839070567986
123	0.0839070567986
124	0.0691336775674
125	0.0806081468732
126	0.0856282271945
127	0.0774526678141
128	0.0774526678141
129	0.083189902467
130	0.0824727481354
131	0.0846242111302
132	0.0817555938038
133	0.0821858864028
134	0.0672690763052
135	0.0666953528399
136	0.0798909925416
137	0.0786001147447
138	0.0778829604131
139	0.070711417097
140	0.0708548479633
141	0.0813253012048
142	0.074727481354
143	0.074297188755
144	0.0656913367757
145	0.0689902467011
146	0.0764486517499
147	0.0786001147447
148	0.0883534136546
149	0.0741537578887
150	0.0701376936317
