X	with_NFKB1	wo_NFKB1
15	0.134548002803	0.102951510892
16	0.133613641673	0.0895994378074
17	0.124970801215	0.0808151791989
18	0.111188974539	0.0657062543921
19	0.10511562719	0.0667603654252
20	0.124737210932	0.072733661279
21	0.118430273301	0.0818692902319
22	0.129175426302	0.0885453267744
23	0.145059565522	0.0815179198876
24	0.122868488671	0.087139845397
25	0.112824106517	0.073787772312
26	0.111422564821	0.071679550246
27	0.117028731605	0.0751932536894
28	0.10861948143	0.0797610681658
29	0.123335669236	0.0808151791989
30	0.124036440084	0.0853829936753
31	0.105349217473	0.0790583274772
32	0.125905162345	0.0836261419536
33	0.110721793973	0.0688685874912
34	0.121233356692	0.0762473647224
35	0.116094370474	0.0797610681658
36	0.118663863583	0.0780042164441
37	0.114225648213	0.0794096978215
38	0.117028731605	0.0741391426564
39	0.120766176127	0.085031623331
40	0.117262321887	0.0903021784961
41	0.119364634431	0.0825720309206
42	0.109787432843	0.0822206605762
43	0.114459238496	0.0818692902319
44	0.124036440084	0.0702740688686
45	0.10861948143	0.074841883345
46	0.108152300864	0.0808151791989
47	0.111422564821	0.0758959943781
48	0.111188974539	0.087139845397
49	0.121233356692	0.0723822909346
50	0.120532585844	0.0811665495432
51	0.111656155104	0.0903021784961
52	0.108385891147	0.0706254392129
53	0.126372342911	0.0787069571328
54	0.113291287082	0.0787069571328
55	0.112824106517	0.0720309205903
56	0.109787432843	0.072733661279
57	0.0999766409717	0.0822206605762
58	0.10604998832	0.0751932536894
59	0.110955384256	0.0794096978215
60	0.106283578603	0.083977512298
61	0.11749591217	0.0762473647224
62	0.0997430506891	0.0822206605762
63	0.112824106517	0.0917076598735
64	0.115860780192	0.083977512298
65	0.109086661995	0.0780042164441
66	0.11749591217	0.071679550246
67	0.104882036907	0.0804638088545
68	0.114225648213	0.0706254392129
69	0.122167717823	0.0639494026704
70	0.120065405279	0.0639494026704
71	0.114692828778	0.0667603654252
72	0.110721793973	0.0730850316233
73	0.114225648213	0.0706254392129
74	0.108152300864	0.0695713281799
75	0.103947675777	0.071679550246
76	0.113758467648	0.0783555867885
77	0.10067741182	0.0660576247365
78	0.0960056061668	0.0699226985242
79	0.0999766409717	0.0681658468025
80	0.108385891147	0.0628952916374
81	0.114692828778	0.0600843288826
82	0.104181266059	0.0702740688686
83	0.110955384256	0.0762473647224
84	0.104181266059	0.0769501054111
85	0.112590516235	0.071679550246
86	0.108152300864	0.0695713281799
87	0.105582807755	0.0600843288826
88	0.0976407381453	0.0685172171469
89	0.108385891147	0.0699226985242
90	0.105816398038	0.0780042164441
91	0.111656155104	0.0660576247365
92	0.10955384256	0.0530569219958
93	0.109320252278	0.059381588194
94	0.104882036907	0.0597329585383
95	0.102078953516	0.0713281799016
96	0.107217939734	0.0548137737175
97	0.100911002102	0.0639494026704
98	0.0927353422098	0.0695713281799
99	0.0995094604064	0.0569219957836
100	0.107451530016	0.0653548840478
101	0.105349217473	0.0632466619817
102	0.103246904929	0.0579761068166
103	0.0925017519271	0.0678144764582
104	0.0990422798412	0.0600843288826
105	0.0946040644709	0.0730850316233
106	0.0927353422098	0.074841883345
107	0.090633029666	0.0646521433591
108	0.0929689324924	0.0586788475053
109	0.103246904929	0.0762473647224
110	0.10067741182	0.0801124385102
111	0.0985750992759	0.0829234012649
112	0.0995094604064	0.0713281799016
113	0.0967063770147	0.0513000702741
114	0.0988086895585	0.0632466619817
115	0.0948376547536	0.0558678847505
116	0.0981079187106	0.0597329585383
117	0.0997430506891	0.0664089950808
118	0.0974071478626	0.0639494026704
119	0.101144592385	0.0600843288826
120	0.103246904929	0.0474349964863
121	0.0960056061668	0.0621925509487
122	0.102078953516	0.0586788475053
123	0.0918009810792	0.0674631061138
124	0.0775519738379	0.0558678847505
125	0.0868955851437	0.0678144764582
126	0.0953048353189	0.0667603654252
127	0.0903994393833	0.0597329585383
128	0.0920345713618	0.0646521433591
129	0.0985750992759	0.06148981026
130	0.0934361130577	0.0632466619817
131	0.0927353422098	0.0583274771609
132	0.090633029666	0.0660576247365
133	0.100210231254	0.0537596626845
134	0.0763840224247	0.0509486999297
135	0.0724129876197	0.0562192550949
136	0.0915673907965	0.0576247364722
137	0.0892314879701	0.0572733661279
138	0.086661994861	0.0664089950808
139	0.0775519738379	0.0523541813071
140	0.0826909600561	0.0495432185524
141	0.0829245503387	0.0688685874912
142	0.0878299462742	0.0569219957836
143	0.0845596823172	0.0562192550949
144	0.0763840224247	0.0474349964863
145	0.0759168418594	0.0527055516514
146	0.086661994861	0.0537596626845
147	0.0894650782527	0.0576247364722
148	0.103246904929	0.0562192550949
149	0.0880635365569	0.0505973295854
150	0.0798878766643	0.0558678847505
