X	with_clust4_REL
136	0.113425925926
137	0.114583333333
138	0.100694444444
139	0.0763888888889
140	0.0844907407407
141	0.107638888889
142	0.0891203703704
143	0.0775462962963
144	0.0960648148148
145	0.111111111111
146	0.12037037037
147	0.12037037037
148	0.111111111111
149	0.107638888889
150	0.111111111111
