X	all_REL
44	0.121250797703
45	0.119974473516
46	0.11678366305
47	0.131035949798
48	0.120187194214
49	0.120612635609
50	0.129972346309
51	0.122314401191
52	0.119336311423
53	0.12337800468
54	0.1214635184
55	0.106785790257
56	0.107636673048
57	0.112529249096
58	0.117634545841
59	0.113592852585
60	0.109551159328
61	0.118272707934
62	0.120612635609
63	0.116145500957
64	0.115081897469
65	0.123803446075
66	0.114231014678
67	0.115507338864
68	0.108274835141
69	0.124016166773
70	0.110189321421
71	0.116996383748
72	0.113805573282
73	0.117209104446
74	0.111465645607
75	0.111040204212
76	0.105934907466
77	0.101042331419
78	0.10933843863
79	0.105722186769
80	0.113167411189
81	0.10465858328
82	0.116570942353
83	0.112741969794
84	0.111891087003
85	0.103382259094
86	0.10933843863
87	0.103807700489
88	0.100616890023
89	0.100829610721
90	0.106785790257
91	0.115081897469
92	0.10465858328
93	0.107636673048
94	0.109125717932
95	0.102956817698
96	0.102531376303
97	0.100191448628
98	0.094022548394
99	0.10933843863
100	0.107636673048
101	0.103382259094
102	0.0970006381621
103	0.0976388002553
104	0.0933843863008
105	0.100191448628
106	0.0867900446713
107	0.0961497553712
108	0.0987024037439
109	0.115294618166
110	0.102318655605
111	0.103382259094
112	0.0889172516486
113	0.0874282067645
114	0.0974260795575
115	0.097851520953
116	0.0957243139757
117	0.0997660072325
118	0.0944479897894
119	0.0963624760689
120	0.100829610721
121	0.0846628376941
122	0.0914699000213
123	0.0884918102531
124	0.0759412890874
125	0.0946607104871
126	0.0972133588598
127	0.0848755583918
128	0.0925335035099
129	0.095511593278
130	0.105509466071
131	0.100404169326
132	0.0833865135078
133	0.0846628376941
134	0.0812593065305
135	0.08317379281
136	0.0863646032759
137	0.0908317379281
138	0.0867900446713
139	0.0733886407147
140	0.0872154860668
141	0.0946607104871
142	0.0846628376941
143	0.0727504786216
144	0.0867900446713
145	0.0757285683897
146	0.085513720485
147	0.0899808551372
148	0.0914699000213
149	0.094022548394
150	0.0867900446713
