X	with_REL	wo_REL
20	0.149357415769	0.099173553719
21	0.156998957972	0.101377410468
22	0.160819729073	0.101928374656
23	0.157346300799	0.115702479339
24	0.162209100382	0.0892561983471
25	0.14657867315	0.0942148760331
26	0.139631816603	0.0848484848485
27	0.1281695033	0.107438016529
28	0.138242445294	0.0920110192837
29	0.125390760681	0.0870523415978
30	0.145536644668	0.112396694215
31	0.129211531782	0.109090909091
32	0.130600903091	0.0771349862259
33	0.137895102466	0.0837465564738
34	0.14796804446	0.0898071625344
35	0.151788815561	0.0953168044077
36	0.142757902049	0.11129476584
37	0.142757902049	0.0892561983471
38	0.145883987496	0.0997245179063
39	0.12678013199	0.099173553719
40	0.132684960056	0.116253443526
41	0.139631816603	0.0980716253444
42	0.129906217437	0.0909090909091
43	0.144841959014	0.0881542699725
44	0.129558874609	0.0831955922865
45	0.127474817645	0.10523415978
46	0.125390760681	0.0859504132231
47	0.141715873567	0.110192837466
48	0.140326502258	0.0909090909091
49	0.135463702675	0.095867768595
50	0.135116359847	0.114600550964
51	0.129211531782	0.106336088154
52	0.135463702675	0.0881542699725
53	0.136158388329	0.097520661157
54	0.14136853074	0.0914600550964
55	0.118791246961	0.0925619834711
56	0.116012504342	0.0815426997245
57	0.11497047586	0.0909090909091
58	0.113233761723	0.110743801653
59	0.125043417853	0.0892561983471
60	0.123306703717	0.0837465564738
61	0.133032302883	0.0931129476584
62	0.134074331365	0.097520661157
63	0.123306703717	0.103581267218
64	0.135811045502	0.0870523415978
65	0.141021187912	0.0964187327824
66	0.130600903091	0.0865013774105
67	0.1281695033	0.0947658402204
68	0.126085446336	0.0831955922865
69	0.148315387287	0.0793388429752
70	0.129906217437	0.0732782369146
71	0.133032302883	0.0898071625344
72	0.127822160472	0.0903581267218
73	0.135116359847	0.0787878787879
74	0.127474817645	0.0925619834711
75	0.135811045502	0.0859504132231
76	0.126432789163	0.0898071625344
77	0.123306703717	0.0738292011019
78	0.114275790205	0.0876033057851
79	0.121222646752	0.0749311294766
80	0.141715873567	0.068870523416
81	0.124001389371	0.0743801652893
82	0.133726988538	0.0887052341598
83	0.122264675234	0.0920110192837
84	0.130948245919	0.0793388429752
85	0.135463702675	0.0573002754821
86	0.138937130948	0.0765840220386
87	0.129211531782	0.0683195592287
88	0.114623133032	0.0743801652893
89	0.113233761723	0.0782369146006
90	0.12156998958	0.0842975206612
91	0.128516846127	0.0892561983471
92	0.122612018062	0.0765840220386
93	0.118791246961	0.0815426997245
94	0.122264675234	0.0754820936639
95	0.115317818687	0.0798898071625
96	0.116012504342	0.0870523415978
97	0.117054532824	0.0666666666667
98	0.105939562348	0.0765840220386
99	0.127822160472	0.0776859504132
100	0.125390760681	0.0754820936639
101	0.106634248003	0.0826446280992
102	0.103160819729	0.0865013774105
103	0.105244876693	0.0826446280992
104	0.107676276485	0.0699724517906
105	0.109412990622	0.0831955922865
106	0.10038207711	0.0760330578512
107	0.118791246961	0.067217630854
108	0.109065647794	0.0760330578512
109	0.110802361931	0.125068870523
110	0.109412990622	0.0859504132231
111	0.10177144842	0.0909090909091
112	0.100034734283	0.0699724517906
113	0.100034734283	0.0721763085399
114	0.112539076068	0.0710743801653
115	0.107328933658	0.0743801652893
116	0.106634248003	0.0738292011019
117	0.109412990622	0.0820936639118
118	0.103508162556	0.0776859504132
119	0.116359847169	0.0677685950413
120	0.112191733241	0.0644628099174
121	0.10038207711	0.068870523416
122	0.0996873914554	0.0771349862259
123	0.101076762765	0.0661157024793
124	0.0809308787774	0.0595041322314
125	0.115665161514	0.0595041322314
126	0.108718304967	0.0732782369146
127	0.101424105592	0.0595041322314
128	0.115665161514	0.0617079889807
129	0.11497047586	0.0600550964187
130	0.123654046544	0.0754820936639
131	0.117054532824	0.0760330578512
132	0.0972559916638	0.0628099173554
133	0.0892671066342	0.0666666666667
134	0.0937825633901	0.0644628099174
135	0.0923931920806	0.0617079889807
136	0.104202848211	0.0512396694215
137	0.106286905175	0.067217630854
138	0.0913511635985	0.0727272727273
139	0.0809308787774	0.0611570247934
140	0.0951719346995	0.0677685950413
141	0.100729419937	0.0798898071625
142	0.0896144494616	0.0710743801653
143	0.0850989927058	0.0495867768595
144	0.0944772490448	0.0738292011019
145	0.089961792289	0.0523415977961
146	0.0986453629733	0.0600550964187
147	0.101076762765	0.0683195592287
148	0.105939562348	0.0556473829201
149	0.111497047586	0.0661157024793
150	0.0962139631817	0.067217630854
