TF	MERGED_WITH	CLUSTER1_WITH	CLUSTER2_WITH	CLUSTER3_WITH	CLUSTER4_WITH	CLUSTER5_WITH	MERGED_WO	CLUSTER1_WO	CLUSTER2_WO	CLUSTER3_WO	CLUSTER4_WO	CLUSTER5_WO
MA0014.2.PAX5	9.92331961164e-10	0.00433214649794	0.00217671676933	0.884855210053	1.58034904804e-05	0.121343331176	1.0	1.0	1.0	1.0	1.0	1.0
MA0017.1.NR2F1	6.41710366529e-07	0.000361337529371	0.0134932106508	0.962696761186	0.00206017201742	0.0328671224984	1.0	1.0	1.0	1.0	1.0	1.0
MA0018.2.CREB1	0.295053687756	0.013740039797	0.0581580866314	1.0	0.161989144796	1.0	1.0	1.0	1.0	1.0	1.0	0.0404148015246
MA0019.1.Ddit3::Cebpa	0.378773297393	0.317104805292	0.602928241898	1.0	0.0798145140571	1.0	1.0	1.0	1.0	1.0	1.0	0.952976552325
MA0024.2.E2F1	4.30852863159e-37	0.0010289178535	1.01481435581e-09	0.0641496493001	5.65701903299e-19	2.2895479219e-06	1.0	1.0	1.0	1.0	1.0	1.0
MA0025.1.NFIL3	1.0	0.705452335091	0.640566080984	1.0	0.63109048365	1.0	0.355613349056	1.0	1.0	0.827923234942	1.0	0.0223044476611
MA0027.1.En1	0.000281420074984	0.108626820226	0.868349140195	0.570041495928	0.00129067089169	0.335405958219	1.0	1.0	1.0	1.0	1.0	1.0
MA0028.1.ELK1	1.32310501151e-17	0.0105344738087	0.000120935389602	0.89652634907	7.43391030208e-07	0.000174299171874	1.0	1.0	1.0	1.0	1.0	1.0
MA0029.1.Mecom	1.0	0.770972941118	0.498023345129	0.89652634907	0.329674775206	1.0	0.432048380243	1.0	1.0	1.0	1.0	0.0078508528908
MA0030.1.FOXF2	0.882392010029	0.861612205666	0.686215890808	0.89652634907	0.171274970974	1.0	1.0	1.0	1.0	1.0	1.0	0.0756579850237
MA0031.1.FOXD1	0.211940634554	0.730775954556	0.528926912983	0.419718645449	0.200042596916	1.0	1.0	1.0	1.0	1.0	1.0	0.409498020474
MA0032.1.FOXC1	1.0	0.22667745913	0.862481288801	1.0	0.394853631663	1.0	0.926662151748	1.0	1.0	0.919224625488	1.0	0.358850892527
MA0033.1.FOXL1	1.0	0.640272978764	0.964538174762	1.0	0.1585425864	1.0	0.307235204902	1.0	1.0	0.832725627134	1.0	0.0101820903839
MA0035.3.Gata1	0.516914496358	0.410431510496	0.868349140195	0.89652634907	0.151541527944	1.0	1.0	1.0	1.0	1.0	1.0	0.698976239764
MA0036.2.GATA2	1.0	0.931929053217	0.717542249226	0.962696761186	0.366247619631	1.0	0.922077975534	1.0	1.0	1.0	1.0	0.302464062849
MA0037.2.GATA3	0.407180595266	0.408682221819	0.536042977683	0.89652634907	0.205814811103	1.0	1.0	1.0	1.0	1.0	1.0	0.609129979949
MA0038.1.Gfi1	0.67091044009	0.959953821478	0.527587590455	1.0	0.0109986423795	1.0	1.0	1.0	1.0	1.0	1.0	0.225632436331
MA0039.2.Klf4	6.06408679408e-60	0.000251759913666	9.64403046786e-08	0.00135222119793	2.3311594056e-20	2.33724675756e-24	1.0	1.0	1.0	1.0	1.0	1.0
MA0040.1.Foxq1	1.0	1.0	1.0	0.89652634907	0.713770474378	1.0	0.00309401934292	1.0	0.929579835272	1.0	1.0	0.000807620655787
MA0041.1.Foxd3	1.0	0.32370909477	0.273533791199	1.0	0.151120922838	1.0	0.439843629196	1.0	1.0	1.0	1.0	0.0015602718651
MA0042.1.FOXI1	1.0	0.988939821048	0.655386778102	0.884855210053	0.0159570164255	1.0	0.876339454643	1.0	1.0	1.0	1.0	0.0355902795079
MA0043.1.HLF	1.0	0.497108914121	0.262285679629	1.0	0.856482813609	1.0	0.983865914493	1.0	1.0	0.827923234942	1.0	0.424716019612
MA0046.1.HNF1A	1.0	0.958324001786	0.990029348075	1.0	0.108643502749	1.0	0.355613349056	1.0	1.0	1.0	1.0	0.0601269242648
MA0047.2.Foxa2	1.0	0.959953821478	0.868349140195	1.0	0.192606228199	1.0	0.516274794296	1.0	1.0	1.0	1.0	0.0163161406359
MA0048.1.NHLH1	4.45873925628e-24	3.34689867404e-07	9.5680479512e-07	0.339127831837	1.11116558141e-07	2.1040696016e-06	1.0	1.0	1.0	1.0	1.0	1.0
MA0050.2.IRF1	0.915134703286	0.865890348338	0.537358828837	1.0	0.0180264098784	1.0	1.0	1.0	1.0	1.0	1.0	0.0912320856878
MA0051.1.IRF2	0.107321057906	0.99638192481	0.467705801903	0.884855210053	0.00457865319277	1.0	1.0	1.0	1.0	1.0	1.0	0.743299504837
MA0052.2.MEF2A	1.0	0.999878412298	0.163961827303	1.0	0.000369642475951	1.0	0.983865914493	1.0	1.0	0.714996010589	1.0	0.0501300825239
MA0056.1.MZF1_1-4	3.52572205273e-67	9.00194978834e-09	2.0587913794e-06	0.000276884357152	6.59297765034e-24	6.9990050883e-29	1.0	1.0	1.0	1.0	1.0	1.0
MA0057.1.MZF1_5-13	7.48176613301e-38	3.97857216681e-08	5.76185006733e-06	0.000645932990621	3.56800953657e-14	1.65871711684e-09	1.0	1.0	1.0	1.0	1.0	1.0
MA0058.2.MAX	0.000167587553515	0.0433097715198	0.00245998653874	0.69817247566	0.0479360565206	0.617144134775	1.0	1.0	1.0	1.0	1.0	1.0
MA0059.1.MYC::MAX	1.87912562769e-05	0.0258509373563	0.280604267912	0.221084122677	0.0299592883703	0.516083261441	1.0	1.0	1.0	1.0	1.0	1.0
MA0060.2.NFYA	0.00098500524565	0.0712585215848	0.0496442348481	1.0	0.000195270019379	0.978419626995	1.0	1.0	1.0	0.827923234942	1.0	1.0
MA0062.2.GABPA	3.55592914374e-22	0.158211589298	2.42071315221e-06	0.0608692062164	1.7686335361e-08	0.00012234750257	1.0	1.0	1.0	1.0	1.0	1.0
MA0063.1.Nkx2-5	1.0	0.988939821048	0.0184774834698	1.0	0.682421260716	1.0	0.266209280805	1.0	1.0	0.254162525415	1.0	0.123086469998
MA0065.2.PPARG::RXRA	1.82666427248e-26	0.000511354491534	2.32584452366e-05	0.0368232333582	6.45622398002e-09	4.65801725946e-10	1.0	1.0	1.0	1.0	1.0	1.0
MA0066.1.PPARG	5.69710491797e-10	0.00471042968148	0.0247116035037	0.499043318578	0.00507765180829	7.05711258411e-05	1.0	1.0	1.0	1.0	1.0	1.0
MA0067.1.Pax2	3.02814564404e-09	0.0132537692137	0.0299699591026	0.753189997691	0.000128893739657	0.125417172004	1.0	1.0	1.0	1.0	1.0	1.0
MA0068.1.Pax4	0.0762548510861	0.30055696531	0.439564856109	0.8140462299	0.00101202676262	1.0	1.0	1.0	1.0	1.0	1.0	0.145349776214
MA0069.1.Pax6	0.848921549549	0.5020724478	0.139469027767	1.0	0.529733387697	1.0	1.0	1.0	1.0	0.748003743186	1.0	0.851430080678
MA0070.1.PBX1	1.0	0.990006488244	1.0	1.0	0.525458556652	1.0	0.00858487116288	1.0	1.0	1.0	1.0	0.00282510341374
MA0071.1.RORA_1	0.155583294359	0.0437484213139	0.0150196043651	1.0	0.0321836646642	1.0	1.0	1.0	1.0	0.748003743186	1.0	0.524444815588
MA0072.1.RORA_2	0.723341490956	0.344255623273	0.560814089806	0.884855210053	0.0297248117362	1.0	1.0	1.0	1.0	1.0	1.0	0.0436622756976
MA0073.1.RREB1	1.72568258281e-48	0.00082114770024	4.31530397621e-08	0.000136364055603	7.10962825713e-16	9.67810865571e-16	1.0	1.0	1.0	1.0	1.0	1.0
MA0074.1.RXRA::VDR	8.64352542488e-08	0.00865745400235	0.31785686759	0.884855210053	0.00104917757992	0.00434664473283	1.0	1.0	1.0	1.0	1.0	1.0
MA0075.1.Prrx2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0076.2.ELK4	3.56281932634e-14	0.0105344738087	0.000124962149842	0.482270940848	4.87077067553e-06	0.0365064598838	1.0	1.0	1.0	1.0	1.0	1.0
MA0077.1.SOX9	1.0	0.092384684503	0.359217083762	1.0	0.317323200148	1.0	0.396394264739	1.0	1.0	0.8754387171	1.0	0.00941137163862
MA0078.1.Sox17	1.0	0.353486926445	0.180437420639	1.0	0.473616085333	1.0	0.798114316762	1.0	1.0	1.0	1.0	0.160425772403
MA0079.3.SP1	1.23597882968e-65	6.42986644988e-05	1.27506320701e-08	0.000107275931585	2.70371798437e-22	5.53556642804e-24	1.0	1.0	1.0	1.0	1.0	1.0
MA0080.3.Spi1	3.23202183174e-05	0.0750811372	0.053468044114	0.361541504367	0.000293264461444	1.0	1.0	1.0	1.0	1.0	1.0	0.857288484203
MA0081.1.SPIB	0.00854496875016	0.173152531135	0.0496763687987	1.0	0.000286808613862	1.0	1.0	1.0	1.0	1.0	1.0	0.663519379766
MA0083.2.SRF	0.267228613251	0.200969954455	0.286452759978	1.0	0.0479360565206	1.0	1.0	1.0	1.0	0.95843267241	1.0	0.576049708782
MA0084.1.SRY	1.0	0.990006488244	0.220714869067	1.0	0.0818273874299	1.0	0.223461505341	1.0	1.0	1.0	1.0	0.00182240058844
MA0087.1.Sox5	1.0	0.933881897583	0.574573455247	0.976177907086	0.624455021002	1.0	0.025563811025	1.0	1.0	1.0	1.0	0.000630344339144
MA0088.1.znf143	1.93854813424e-23	0.000947339364057	0.00154615266581	0.111117681081	1.7686335361e-08	1.19056902619e-07	1.0	1.0	1.0	1.0	1.0	1.0
MA0089.1.NFE2L1::MafG	0.0990108935538	0.678577383605	0.31785686759	0.887698953911	0.00123991387265	1.0	1.0	1.0	1.0	1.0	1.0	0.79418277152
MA0090.1.TEAD1	8.59035100829e-05	0.0248835569806	0.439564856109	0.587856365838	0.000251189702513	1.0	1.0	1.0	1.0	1.0	1.0	0.454025158962
MA0091.1.TAL1::TCF3	0.00293769983229	0.478697353649	0.286452759978	0.361541504367	0.0199627219519	0.648794011773	1.0	1.0	1.0	1.0	1.0	1.0
MA0092.1.Hand1::Tcfe2a	0.000339466225432	0.00660165187654	0.0585593178452	0.959612796455	0.0206086717842	0.711061191255	1.0	1.0	1.0	1.0	1.0	1.0
MA0093.2.USF1	0.00012233642705	0.0130299855161	0.0180842610363	0.959612796455	0.00540319921172	0.68170499081	1.0	1.0	1.0	1.0	1.0	1.0
MA0095.2.YY1	0.0228403526017	0.933349620773	0.317116859057	0.806593017668	0.0199627219519	1.0	1.0	1.0	1.0	1.0	1.0	0.759344589207
MA0098.2.Ets1	0.00598187859302	0.00266541119542	0.0695613528105	1.0	0.0105213860281	1.0	1.0	1.0	1.0	0.82864745467	1.0	0.97286613178
MA0099.2.JUN::FOS	1.0	0.49517817499	0.00226504934715	1.0	0.834681275137	1.0	0.0152945483692	1.0	1.0	0.0919951293021	1.0	0.00373117590005
MA0100.2.Myb	0.436433913138	0.081687409688	0.498525402285	1.0	0.128592939478	1.0	1.0	1.0	1.0	0.714996010589	1.0	0.97286613178
MA0101.1.REL	0.0	7.84869328471e-28	3.32464707179e-17	5.11235855154e-74	2.83293184144e-65	5.56540393008e-164	1.0	1.0	1.0	1.0	1.0	1.0
MA0102.3.CEBPA	1.0	0.990006488244	0.866195106828	1.0	0.717411264391	1.0	0.0186647428498	1.0	1.0	0.254162525415	1.0	0.0633244290465
MA0103.2.ZEB1	7.06814598432e-29	0.000264246035503	3.1901100765e-05	0.0977071079103	2.54179397316e-12	1.20460842356e-08	1.0	1.0	1.0	1.0	1.0	1.0
MA0104.3.Mycn	2.66303882177e-13	0.00184974700521	8.44701936332e-05	0.0741392661906	0.0245212072464	0.000122436019132	1.0	1.0	1.0	1.0	1.0	1.0
MA0105.3.NFKB1	0.0	4.18808983625e-25	6.07889248617e-20	2.08755959273e-64	3.89691446764e-73	2.10575175057e-141	1.0	1.0	1.0	1.0	1.0	1.0
MA0106.2.TP53	0.0019932620269	0.0640488167728	0.632988834452	0.566149254241	0.0318127458273	0.268958637375	1.0	1.0	1.0	1.0	1.0	1.0
MA0107.1.RELA	0.0	3.6624778264e-38	3.82124067469e-23	2.20386341391e-89	5.11685273812e-87	7.41776047814e-223	1.0	1.0	1.0	1.0	1.0	1.0
MA0108.2.TBP	0.336381967744	0.719809668163	0.4024750196	1.0	0.00729812578774	1.0	1.0	1.0	1.0	1.0	1.0	0.258816161213
MA0109.1.Hltf	1.0	0.28731651642	0.844734253668	1.0	0.0906252720443	1.0	0.549557382737	1.0	1.0	0.843625397622	1.0	0.0109221432232
MA0111.1.Spz1	4.44715745204e-05	0.419398159204	0.00776683734103	0.566149254241	6.85614190181e-05	0.618869082244	1.0	1.0	1.0	1.0	1.0	1.0
MA0112.2.ESR1	2.79171314969e-24	4.06121556914e-05	0.000131095168784	0.127772145662	5.86979708742e-06	5.97074040862e-10	1.0	1.0	1.0	1.0	1.0	1.0
MA0113.2.NR3C1	0.00495554004129	0.00341869287623	0.440012911198	1.0	0.000296903273399	0.886571260989	1.0	1.0	1.0	1.0	1.0	1.0
MA0114.2.HNF4A	6.39691578183e-13	0.000214780208963	6.8668442585e-06	0.884855210053	3.41972721885e-05	0.000557943530301	1.0	1.0	1.0	1.0	1.0	1.0
MA0115.1.NR1H2::RXRA	0.04551728314	0.0351740541303	0.0259130238203	1.0	0.0479360565206	1.0	1.0	1.0	1.0	0.827923234942	1.0	1.0
MA0116.1.Zfp423	4.14869062337e-33	5.03543412124e-06	6.28407098322e-07	0.00190903035375	1.54237172776e-11	5.91814892001e-08	1.0	1.0	1.0	1.0	1.0	1.0
MA0117.1.Mafb	0.0122762098912	0.521571192779	0.00716373851101	1.0	0.0180264098784	1.0	1.0	1.0	1.0	0.919224625488	1.0	1.0
MA0119.1.TLX1::NFIC	3.58297449028e-05	0.00286631303193	0.100696531366	0.566149254241	0.0124215234431	0.821523579758	1.0	1.0	1.0	1.0	1.0	1.0
MA0122.1.Nkx3-2	0.0630620991647	0.0250117990696	0.534639541811	1.0	0.00624629112251	1.0	1.0	1.0	1.0	0.970671360806	1.0	0.857288484203
MA0124.1.NKX3-1	1.0	0.178306582752	0.94981672033	1.0	0.720741461425	1.0	0.00829589459966	1.0	1.0	0.800238474221	1.0	0.000207345968201
MA0125.1.Nobox	1.0	0.94144196343	0.170425360986	1.0	0.544905319069	1.0	0.515841727858	1.0	1.0	0.651807687681	1.0	0.141313751985
MA0130.1.ZNF354C	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0131.1.HINFP	3.02814564404e-09	0.353486926445	0.048934526285	0.0641496493001	0.000111830816336	0.68170499081	1.0	1.0	1.0	1.0	1.0	1.0
MA0132.1.Pdx1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0133.1.BRCA1	0.0319740799073	0.174064221329	0.220714869067	1.0	0.0297248117362	1.0	1.0	1.0	1.0	1.0	1.0	0.991822020312
MA0135.1.Lhx3	1.0	0.990006488244	1.0	0.89652634907	0.178652625889	1.0	0.0341359855576	1.0	1.0	1.0	1.0	0.00651206116071
MA0136.1.ELF5	0.889493981026	0.561019247234	0.388255574811	1.0	0.00540319921172	1.0	1.0	1.0	1.0	0.814028341927	1.0	0.10572696429
MA0137.3.STAT1	2.34599279046e-06	0.218425750101	0.344447657606	0.104176905665	0.076800421586	0.0212660084948	1.0	1.0	1.0	1.0	1.0	1.0
MA0138.2.REST	2.15498569184e-26	0.00359938478139	0.0228770858439	0.000287647621255	1.93421185122e-10	1.60808069166e-06	1.0	1.0	1.0	1.0	1.0	1.0
MA0139.1.CTCF	6.68866791113e-32	3.09298355467e-07	8.08114987221e-07	0.375690418372	7.10340508777e-12	3.43447740882e-11	1.0	1.0	1.0	1.0	1.0	1.0
MA0140.2.TAL1::GATA1	0.889493981026	0.799305256642	0.0594804940947	1.0	0.0627656449582	1.0	1.0	1.0	1.0	0.441716812052	1.0	0.386132623846
MA0141.2.Esrrb	4.31933219408e-06	0.00529686985832	0.302540953903	0.37288716152	0.0380116387272	0.0184527479112	1.0	1.0	1.0	1.0	1.0	1.0
MA0142.1.Pou5f1::Sox2	1.0	0.485708217056	0.875907953501	1.0	0.643089512503	1.0	0.00215245707497	1.0	1.0	0.0980705278191	1.0	0.000600655061038
MA0143.3.Sox2	0.036085007472	0.786226214524	0.100696531366	0.179248890418	0.00865095501473	1.0	1.0	1.0	1.0	1.0	1.0	0.323612938856
MA0144.2.STAT3	1.99165880271e-07	0.00295629878973	0.369015997069	0.588916416737	0.00792347093501	0.00346993599436	1.0	1.0	1.0	1.0	1.0	1.0
MA0145.2.Tcfcp2l1	1.68493445875e-28	1.15985097144e-06	0.000253353325171	0.0641496493001	1.42655681374e-07	2.7799109385e-09	1.0	1.0	1.0	1.0	1.0	1.0
MA0146.2.Zfx	1.16977586691e-56	5.36055754905e-07	8.37797621086e-15	0.000549252347356	3.8999151058e-18	3.54825413678e-16	1.0	1.0	1.0	1.0	1.0	1.0
MA0147.2.Myc	2.31049783362e-09	0.0115646149412	0.00384126350358	0.2417545316	0.0369819914585	0.00239952335401	1.0	1.0	1.0	1.0	1.0	1.0
MA0148.3.FOXA1	1.0	0.959953821478	0.954624475122	0.89652634907	0.242661363608	1.0	0.706766310587	1.0	1.0	1.0	1.0	0.0394360953249
MA0149.1.EWSR1-FLI1	4.91461277074e-22	0.000264246035503	0.00359732957518	0.709793725564	5.14979758791e-08	1.65871711684e-09	1.0	1.0	1.0	1.0	1.0	1.0
MA0150.2.Nfe2l2	1.0	0.730775954556	0.459387484393	1.0	0.235214947202	1.0	0.571032036191	1.0	1.0	0.211848996284	1.0	0.792276445186
MA0151.1.ARID3A	1.0	0.959953821478	0.459387484393	0.89652634907	0.12453182302	1.0	0.51277922422	1.0	1.0	1.0	1.0	0.00675193135428
MA0152.1.NFATC2	0.853465231653	0.740082746053	0.462763009145	1.0	0.136849022532	1.0	1.0	1.0	1.0	1.0	1.0	0.406575661154
MA0153.1.HNF1B	1.0	0.959953821478	0.954624475122	1.0	0.647138218007	1.0	0.00858487116288	1.0	1.0	1.0	1.0	0.0015602718651
MA0154.2.EBF1	7.43706409556e-54	1.45513750349e-07	3.97061551491e-10	0.000107275931585	5.19028091589e-17	6.31296058565e-20	1.0	1.0	1.0	1.0	1.0	1.0
MA0155.1.INSM1	1.42418994078e-41	1.12845358458e-05	3.03020470413e-11	0.00324172264848	4.16444409844e-14	1.66445997714e-12	1.0	1.0	1.0	1.0	1.0	1.0
MA0156.1.FEV	0.726278261873	0.457846130825	0.309375905951	1.0	0.00707486621831	1.0	1.0	1.0	1.0	0.68946603637	1.0	0.156391525082
MA0157.1.FOXO3	1.0	0.94144196343	0.686215890808	1.0	0.26162767134	1.0	0.324055698691	1.0	1.0	0.843625397622	1.0	0.0404148015246
MA0158.1.HOXA5	1.0	0.963207898581	0.826395929318	1.0	0.707906169775	1.0	0.515841727858	1.0	1.0	0.919224625488	1.0	0.576049708782
MA0159.1.RXR::RAR_DR5	1.75857879528e-18	0.00455911480711	1.55435855479e-05	0.0293909812391	0.015583527334	3.50227054582e-09	1.0	1.0	1.0	1.0	1.0	1.0
MA0160.1.NR4A2	0.00501669561337	0.0595149754792	0.0539389576683	0.89652634907	0.262337164802	0.476667856521	1.0	1.0	1.0	1.0	1.0	1.0
MA0161.1.NFIC	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0162.2.EGR1	4.2740246961e-59	1.51169788978e-05	1.27506320701e-08	0.000971785882189	1.33278494986e-21	5.15913955014e-21	1.0	1.0	1.0	1.0	1.0	1.0
MA0163.1.PLAG1	3.45546358695e-70	1.89239417184e-05	3.03020470413e-11	0.000523604493566	3.16938732359e-24	8.85242489076e-27	1.0	1.0	1.0	1.0	1.0	1.0
MA0164.1.Nr2e3	0.295457440653	0.637349705478	0.964538174762	0.999638321439	0.1585425864	0.720232288904	1.0	1.0	1.0	1.0	1.0	1.0
MA0258.2.ESR2	1.97063445803e-15	0.000103685554679	0.000630402023794	0.885839176787	2.19255022241e-09	0.00131978094407	1.0	1.0	1.0	1.0	1.0	1.0
MA0259.1.HIF1A::ARNT	1.6308133269e-05	0.269510785344	1.2843521352e-05	0.499043318578	0.200042596916	0.799398083024	1.0	1.0	1.0	1.0	1.0	1.0
MA0442.1.SOX10	0.155583294359	0.0922921941834	0.437353150429	1.0	0.0208358385903	1.0	1.0	1.0	1.0	0.800238474221	1.0	0.866491659656
MA0461.1.Atoh1	6.73033949596e-11	0.0569591386852	0.00562155159944	1.0	9.01804018352e-06	1.68702677532e-05	1.0	1.0	1.0	0.919224625488	1.0	1.0
MA0462.1.BATF::JUN	1.0	0.629258721353	0.863295172306	1.0	0.931744278551	1.0	6.93394382872e-05	1.0	1.0	0.0750983762055	1.0	0.00166337594042
MA0463.1.Bcl6	5.59883928514e-07	0.000322348804517	0.319384415926	0.238754273483	0.1253837002	0.0148245088691	1.0	1.0	1.0	1.0	1.0	1.0
MA0464.1.Bhlhe40	2.54163975739e-07	0.14410434972	0.000589380540816	0.959612796455	0.00722332671447	0.00237996969657	1.0	1.0	1.0	1.0	1.0	1.0
MA0465.1.CDX2	1.0	0.959953821478	0.993705872028	0.89652634907	0.879123494409	1.0	0.00858487116288	1.0	1.0	1.0	1.0	0.00182240058844
MA0466.1.CEBPB	1.0	0.857000848465	0.835471820876	1.0	0.0961312900616	1.0	0.293871558145	1.0	1.0	0.254162525415	1.0	0.116636577198
MA0467.1.Crx	0.233823213106	0.00236709337065	0.439564856109	1.0	0.0339843849223	1.0	1.0	1.0	1.0	0.879383683622	1.0	0.223853812939
MA0468.1.DUX4	1.0	0.4608345868	1.0	1.0	0.697253189865	1.0	0.294163963702	1.0	0.83861644231	1.0	1.0	0.138504814878
MA0469.1.E2F3	3.65680594048e-56	5.28402806398e-06	1.47753285833e-06	5.61887442807e-06	7.87400074823e-19	6.20129316473e-16	1.0	1.0	1.0	1.0	1.0	1.0
MA0470.1.E2F4	6.59288845026e-44	0.00842586719574	1.32970107529e-11	0.000534277746512	2.78786059872e-20	1.07311004868e-07	1.0	1.0	1.0	1.0	1.0	1.0
MA0471.1.E2F6	1.42418994078e-41	1.86769466116e-05	5.85278669239e-06	0.0470966267316	2.75148598377e-13	1.08001142645e-15	1.0	1.0	1.0	1.0	1.0	1.0
MA0472.1.EGR2	1.29295029536e-51	5.01857648365e-05	8.09904508096e-10	0.00331819197184	3.63041795968e-15	3.45875150401e-18	1.0	1.0	1.0	1.0	1.0	1.0
MA0473.1.ELF1	0.00304737431146	0.0510603163872	0.0156134024069	1.0	2.30838677643e-05	1.0	1.0	1.0	1.0	0.919224625488	1.0	0.395605810587
MA0474.1.Erg	0.0162939669613	0.00146625604742	0.0544118504495	1.0	0.015583527334	1.0	1.0	1.0	1.0	0.82864745467	1.0	0.720570418086
MA0475.1.FLI1	7.62008186685e-05	0.179417998419	0.0378501887256	1.0	0.000973721586072	0.339546733607	1.0	1.0	1.0	1.0	1.0	1.0
MA0476.1.FOS	1.0	0.677973947575	0.083144555012	1.0	0.925657777638	1.0	0.000518538074162	1.0	1.0	0.0980705278191	1.0	0.000754834471567
MA0477.1.FOSL1	1.0	0.94144196343	0.0428619490288	1.0	0.850344968021	1.0	0.00206849138607	1.0	1.0	0.0919951293021	1.0	0.00205028792414
MA0478.1.FOSL2	1.0	0.806014911541	0.145078581268	1.0	0.797693417847	1.0	0.00137444879953	1.0	1.0	0.0980705278191	1.0	0.000776550905735
MA0479.1.FOXH1	1.0	0.861612205666	1.0	1.0	0.618457368613	1.0	0.00858487116288	1.0	0.929579835272	0.827923234942	1.0	0.00349416429914
MA0480.1.Foxo1	1.0	0.840656868352	0.837593956176	1.0	0.343971858886	1.0	0.640267228377	1.0	1.0	1.0	1.0	0.173097755465
MA0481.1.FOXP1	1.0	0.49517817499	0.956212564758	1.0	0.0249130581356	1.0	0.368751288535	1.0	1.0	1.0	1.0	0.000807620655787
MA0482.1.Gata4	0.536204113097	0.676289367552	0.46743812903	0.884855210053	0.461443471392	1.0	1.0	1.0	1.0	1.0	1.0	0.609129979949
MA0483.1.Gfi1b	0.098513836641	0.49517817499	0.0428619490288	1.0	0.0102128775491	1.0	1.0	1.0	1.0	0.748003743186	1.0	0.909004399321
MA0484.1.HNF4G	6.23779140094e-11	0.000322348804517	0.000243488344224	0.884855210053	2.14440213244e-05	0.00400068943416	1.0	1.0	1.0	1.0	1.0	1.0
MA0485.1.Hoxc9	1.0	0.988939821048	0.837593956176	1.0	0.213942108142	1.0	0.0931081879595	1.0	1.0	1.0	1.0	0.00166337594042
MA0486.1.HSF1	2.7511000876e-09	0.00058656755002	0.00191348112249	0.0477413920636	0.00457865319277	0.281553079937	1.0	1.0	1.0	1.0	1.0	1.0
MA0488.1.JUN	1.0	0.213639311137	0.459387484393	1.0	0.219842961126	1.0	0.898449554959	1.0	1.0	0.14057932072	1.0	0.401313284497
MA0489.1.JUN.var.2	1.0	0.945313308526	0.136754412108	1.0	0.713770474378	1.0	0.000398146160139	1.0	1.0	0.0980705278191	1.0	0.000245821095421
MA0490.1.JUNB	1.0	0.939824674719	0.0428619490288	1.0	0.892731762938	1.0	0.000398146160139	1.0	1.0	0.159727101758	1.0	0.000282199989024
MA0491.1.JUND	1.0	0.945313308526	0.0695733725708	1.0	0.931336418825	1.0	0.000398146160139	1.0	1.0	0.14057932072	1.0	0.000727033771159
MA0492.1.JUND.var.2	1.0	0.344313441644	0.286452759978	1.0	0.210997863797	1.0	0.574138383944	1.0	1.0	0.363408710964	1.0	0.0607345180867
MA0493.1.Klf1	2.82102928072e-47	0.00073552662627	1.05937466788e-07	0.000510101285355	8.91253105755e-13	8.19872175058e-18	1.0	1.0	1.0	1.0	1.0	1.0
